x,y
1,-106.341337363503
2,-1247.43545097508
3,47.2968009297959
4,-788.985215344427
5,-80.804718298649
6,-242.281155186545
7,679.215271877386
8,883.43484492498
9,-787.826386072146
10,800.087250884331
11,-105.252759842174
12,248.360198718632
13,-588.988072421359
14,521.804381821236
15,957.997719538522
16,-1316.73095512284
17,-1102.30146984134
18,-1287.5744916397
19,-41.3742480496984
20,-228.656121740696
21,-199.539750609616
22,113.435357238443
23,74.9513498630733
24,1319.21997824372
25,-401.406614245264
26,-587.982600470555
27,1755.96921173691
28,215.81743678342
29,522.869521641698
30,-113.729992650804
31,986.179729069412
32,147.933142199577
33,-445.439858010674
34,1112.28673610932
35,165.363076413003
36,-514.018998109791
37,1091.10741100628
38,270.499059013179
39,-255.496834766804
40,20.5003706582376
41,-775.024926237199
42,-187.872840721069
43,378.875366377196
44,-661.391774695393
45,381.756597226707
46,224.245498157686
47,-196.174405423958
48,-812.738666096051
49,374.636776082031
50,-462.137111159646
51,252.969980959187
52,980.927149636789
53,-1164.05067948305
54,-34.3301379636962
55,613.612803767623
56,-1069.07044958829
57,-452.199328382701
58,471.363388647755
59,225.268215394984
60,-1093.31328445387
61,218.950219175292
62,-166.095782800302
63,140.7447696502
64,417.763176704499
65,247.695869875257
66,-1027.68581996666
67,1664.1207192582
68,-357.195270997348
69,-684.658012221169
70,-1062.08589563002
71,266.362819278246
72,757.20915017954
73,587.776818081501
74,-244.117255980863
75,223.956451879336
76,-412.465522691568
77,-574.660937443994
78,-886.463310783969
79,-290.389356280055
80,61.8404613997135
81,1380.56302229029
82,-447.762333666704
83,1428.42921352121
84,289.940553616426
85,2197.93327996222
86,-461.102265985618
87,-1347.8380078111
88,824.594217639986
89,-812.37288535705
90,-669.561896492523
91,-330.687859323494
92,1200.46033486744
93,40.7437593016856
94,-582.726633656474
95,-1068.07543600937
96,986.483387085445
97,547.975748513595
98,444.96820687281
99,363.864103569634
100,-985.963514209956
101,-33.903329235492
102,453.359239376607
103,-888.063285364029
104,1252.0392162319
105,715.247643244793
106,309.906953923063
107,-453.153190164717
108,-2.47276041855099
109,-980.156195885806
110,-14.1394522076662
111,56.3502988443231
112,472.334161404719
113,-434.450085634143
114,-372.954447150519
115,474.588250933096
116,-30.3012933961456
117,602.116147856681
118,-353.669198959451
119,-709.386183931954
120,102.495484285026
121,-91.6466170026362
122,-662.490364465113
123,-512.328589404029
124,747.922431139404
125,544.452055833699
126,684.852901751241
127,1299.28821400599
128,1079.42374822984
129,224.201103335859
130,1127.03067324616
131,-474.56715047218
132,-380.839166334094
133,886.099743531938
134,-542.920136651411
135,-23.876199819561
136,-517.775211784931
137,-261.671319251709
138,-829.279707147362
139,-652.561901681362
140,1277.56295454532
141,32.8622416944672
142,230.582876568255
143,292.717131021674
144,12.0445204685737
145,-16.7987711649542
146,275.103571338411
147,-742.176316858249
148,-657.599599356618
149,-90.0798388237395
150,2.90489151361507
151,-277.889438095581
152,-188.563547047773
153,-953.184255116352
154,-457.097239321326
155,-52.0502371854341
156,233.909879061626
157,-56.6312243061781
158,-118.46395641258
159,-929.668043886861
160,-441.467168617081
161,-252.205120449766
162,285.887615013153
163,976.277768257408
164,-489.156480471043
165,705.899046729064
166,387.771906651825
167,-762.303103392882
168,516.166285667235
169,467.595555515355
170,-1820.27961756699
171,-683.038176139845
172,229.657681822448
173,284.693543305573
174,155.354017688367
175,-982.611295538427
176,-878.613929698298
177,-833.178953635471
178,-621.671001143099
179,-548.663652300064
180,1441.69137012842
181,-285.78025348079
182,181.396005278499
183,625.165315170213
184,156.696499263427
185,300.798416444065
186,53.7300560112825
187,-86.7702397884715
188,-383.860433739117
189,-639.68592158459
190,574.48862719487
191,-135.738657441278
192,-1054.12645256836
193,-703.843313112778
194,744.958496879486
195,-705.719549271919
196,840.71526002404
197,-1180.57486771428
198,-794.369722736128
199,136.809267839046
200,-570.909494505249
201,-625.010177784687
202,351.208084976846
203,-379.824958303144
204,334.460914205493
205,269.629739396952
206,-39.2007916556803
207,-184.981786259866
208,-429.083128669323
209,-674.23858589791
210,-311.078281926194
211,24.6748793760164
212,-523.385294295518
213,-699.888369252055
214,-378.951584800601
215,-273.680157145219
216,130.420897804381
217,-1057.48210886488
218,802.68940647974
219,1439.8627147376
220,919.725864506565
221,-1205.64623546123
222,54.3690968829396
223,-22.658225446355
224,420.937230197709
225,-296.937093079903
226,386.717639974433
227,-400.266405231127
228,715.397819209124
229,441.048190518503
230,950.851222002808
231,900.179463861822
232,-521.590868727932
233,1050.10915478638
234,-395.141607281792
235,538.08856405921
236,-591.686783115077
237,-224.705459407537
238,-834.868407684243
239,1381.17817124806
240,288.761070474614
