x,y
1,-64.7696608155232
2,833.734600766481
3,-836.09456327579
4,1650.80216137309
5,-1523.5824048337
6,-55.8791701405951
7,-1273.80502659609
8,-1087.78548201062
9,-489.125079833394
10,-318.560845187293
11,-686.990680053103
12,-51.1426306893379
13,318.31031184903
14,299.023634614838
15,-255.189862425787
16,384.471403622558
17,661.371335504629
18,131.501558675131
19,-630.076517388596
20,-94.2550195855175
21,-706.820019151091
22,536.083888827205
23,259.690789180987
24,58.7374867827664
25,-554.273815464527
26,186.823446897992
27,978.026813988391
28,39.7818372544454
29,-218.563185414046
30,-130.812640520497
31,-532.202274749994
32,135.887921968082
33,-1307.60052983531
34,17.3667941889593
35,-277.750360241002
36,-775.117177886487
37,1568.1923830585
38,-674.15636002922
39,320.628332430206
40,-105.418529768824
41,-284.455248131523
42,-368.502795989066
43,12.5443309661223
44,809.981259418334
45,598.239133674947
46,321.555161634641
47,-448.096137324896
48,1648.71814432884
49,31.7117756869655
50,-598.664837131489
51,255.664862858298
52,-913.04599961692
53,-1492.73522870674
54,-263.963447607479
55,62.2936034833773
56,110.269328930414
57,120.270675294779
58,842.655876134791
59,-887.574365305475
60,-1049.18810061377
61,-129.166849810971
62,79.9155661889462
63,861.867552017269
64,120.470088756965
65,518.147467862328
66,1032.76829083204
67,-530.148007484291
68,274.106097483211
69,-316.652641791519
70,12.2385797225858
71,167.062873647451
72,-885.977217557688
73,83.8231331028412
74,-649.359150012199
75,743.330815426004
76,165.448657606568
77,498.521813397639
78,-956.315771113395
79,-1822.57343363106
80,-89.6425245772779
81,-338.386118196866
82,37.5149480546573
83,-234.751236395716
84,-304.386634851983
85,73.1429521544097
86,43.1278342487046
87,-394.830549168793
88,-803.22751850513
89,421.978525362038
90,-941.21243669099
91,1.89786817211262
92,-1358.14824297773
93,498.762003476678
94,64.6895157698399
95,-400.728454068053
96,-564.799107283011
97,432.061913815238
98,-342.753121571405
99,619.942365254265
100,-1547.93549584858
101,172.77189073023
102,-610.370532479192
103,-1034.91694824078
104,386.85908489261
105,-499.925720621519
106,-643.152191308651
107,762.176671953279
108,-474.103640306206
109,284.314984237136
110,-669.833891331898
111,-44.0330762840178
112,-544.121883918306
113,550.822014813232
114,47.4938227553893
115,-76.6066492219896
116,1142.02679472804
117,902.293155602936
118,621.845066560674
119,-111.596862669734
120,-273.245918138043
121,-338.560703553947
122,792.099722035681
123,-438.625687023821
124,166.98030126158
125,824.904120794433
126,-541.713968118985
127,122.594801359666
128,-1399.25499164762
129,-414.184948632607
130,-486.724129514274
131,-110.833622826983
132,-17.2374340175426
133,109.169323598918
134,-682.413610424203
135,-31.0282588595322
136,-636.596210193928
137,892.268105184415
138,617.262948242994
139,224.345588719829
140,-130.578119552923
141,-914.575783313699
142,-782.769086335595
143,391.094962234472
144,275.643199857767
145,-23.3613308630324
146,-312.463530647563
147,381.179398658992
148,-158.692247740833
149,-373.662899613584
150,971.112853131639
151,-774.782045159601
152,484.621202989998
153,-110.70568147644
154,-715.219023219636
155,200.575563731893
156,-836.287960548977
157,-964.80041697429
158,406.41080333733
159,618.613471972924
160,-112.342794221994
161,-244.071175690912
162,481.393771148433
163,-639.578885676305
164,583.327748468088
165,-592.11682785343
166,-802.419424690248
167,1477.02210981628
168,262.189294772533
169,-310.590065215535
170,1335.50319506871
171,465.25344391146
172,-673.994211287302
173,-89.6756204682541
174,-499.144787591397
175,854.779008789562
176,96.2153663410318
177,184.549391021996
178,287.874314334024
179,-82.0130099423106
180,573.486784290544
181,-864.129712909662
182,-1384.21352543927
183,-1111.81502339839
184,1871.6741373122
185,-547.324725111127
186,-76.4848340652615
187,-670.858317687088
188,84.9713050070161
189,-22.2371114997767
190,-463.502869561156
191,250.309709638353
192,-232.104468472523
193,2022.87329758691
194,-1038.81110835213
195,-278.457516594617
196,-161.099158961473
197,-314.73295338338
198,-450.408817430554
199,242.850221352195
200,-331.923941931342
201,803.863876070487
202,1289.05037865355
203,293.238672428594
204,-647.900792736205
205,-272.364955157198
206,-887.656059927635
207,201.216537420791
208,497.029815665166
209,508.293043641651
210,-1525.56999484846
211,-1397.9109771875
212,681.822789479187
213,614.613825595883
214,-207.331736542731
215,768.811705355873
216,396.068036925493
217,1336.9551955623
218,2117.56182159091
219,655.764470060157
220,-248.851158859557
221,-70.0313285361315
222,-1046.23387622016
223,775.556071383773
224,34.8862065388573
225,1064.37398809102
226,61.2149668392884
227,27.3333324724938
228,-730.368601482825
229,413.129350111666
230,-139.972050070932
231,471.146426273609
232,-121.272138720545
233,-584.786069498039
234,-902.448090825276
235,-155.83437551238
236,-196.330628491085
237,613.415750352424
238,12.9251766060199
239,-821.150003327543
240,-87.3251079147768
