x,y
1,-162.598372464728
2,1695.08449412627
3,996.926404491064
4,-689.229141839214
5,522.286927353944
6,-156.256224833813
7,676.294234063362
8,1224.2317516103
9,35.3156167006796
10,-1606.53618738149
11,-832.521681922692
12,-903.116781814296
13,-482.391399027244
14,478.495879725962
15,-194.950484171686
16,376.628445494952
17,-974.643987299027
18,-70.7216564024254
19,1037.80075384412
20,-819.514798128152
21,-628.695526242354
22,-30.3779700291699
23,258.549223567944
24,-25.1472605246242
25,-311.589595213063
26,150.724270696177
27,44.8394054058682
28,952.741091340679
29,80.9734074449552
30,386.404426552315
31,855.54388495112
32,1087.11474506809
33,-24.5650740464615
34,550.351434536757
35,-676.980064943047
36,-620.650202423556
37,97.4236534481243
38,230.083359175993
39,-715.201936877152
40,219.445260371419
41,1090.38889703193
42,154.968601328889
43,443.906271519809
44,-482.859793921527
45,170.373902167256
46,-1149.19976653529
47,-58.990786108207
48,-43.6510886166936
49,628.098731670452
50,1476.92538026435
51,-829.408859812024
52,28.8526358703856
53,497.457123676875
54,180.365175210298
55,-554.225039436853
56,-162.782134850871
57,284.320732016522
58,-1087.80785027985
59,646.75647920848
60,1402.43031318969
61,-796.347969474
62,859.138980053337
63,-284.239196921092
64,182.840174013589
65,-193.039076208829
66,68.5235815781863
67,-1418.86454217099
68,1052.17611462074
69,-726.639770180757
70,906.212689517325
71,-165.521936994881
72,-540.58282825851
73,-335.217636057353
74,-1413.30660952984
75,284.324138810245
76,-185.354851579945
77,-8.71497313731383
78,583.237286826533
79,-106.578603646484
80,-1831.33019630635
81,-224.769023718886
82,1076.06083264882
83,-318.194332477509
84,-365.397280585242
85,-1106.52498111843
86,-303.454454975503
87,-1192.19798869449
88,-1559.26953683417
89,-298.146363645561
90,-283.081194283631
91,1215.85437049457
92,-408.508690023045
93,475.812506000911
94,-837.986211391777
95,156.635465571354
96,156.591277446536
97,-767.222348418339
98,-782.600817177971
99,-215.006259758452
100,-690.040051488404
101,275.700607062647
102,295.502469293955
103,-513.94973447315
104,373.066810151395
105,1091.52395301723
106,-1000.81705165485
107,987.164725327983
108,-268.415099289007
109,602.958045533344
110,638.554679194901
111,-352.832655188383
112,443.818128975633
113,-179.604246339597
114,237.48543509793
115,-93.714202951427
116,-1021.11366190765
117,302.17633223446
118,-346.725490124451
119,712.055319871945
120,556.949662561305
121,-107.615281939644
122,947.052336725298
123,-238.403942314207
124,352.89509517406
125,-354.060674522886
126,194.685099467858
127,181.157751403772
128,231.058807121371
129,569.111326700204
130,269.624287112335
131,675.197037416593
132,611.724498430637
133,1565.05486637269
134,-1004.96060604118
135,-813.792474633333
136,-159.185316013794
137,-783.717526600047
138,1534.69569000608
139,410.530902623355
140,-839.134415087451
141,-1135.57574465781
142,249.761511084903
143,-1927.26953205982
144,593.345274644674
145,-210.713287527285
146,-545.723419189993
147,598.077266727697
148,261.487190095866
149,857.544138981571
150,1078.66150087978
151,-261.987727764624
152,323.003370120728
153,275.619925829101
154,-326.990005353107
155,-1790.78098880098
156,1242.97475559783
157,-419.788325125558
158,-149.391895965234
159,716.297808699198
160,884.825168343525
161,-103.01800407478
162,-554.433005054391
163,2.12373256892761
164,-156.597794094768
165,81.6734372131112
166,-70.5854552362146
167,464.353988609668
168,-149.550857603921
169,1270.34702113022
170,-66.5869615837181
171,-233.32761949499
172,-202.114066761748
173,-82.674213349427
174,-661.915101596117
175,-83.8769191373801
176,-62.1595420138942
177,-1025.51055321258
178,-842.247585235144
179,-282.347885998507
180,-606.027849858064
181,-578.354520023943
182,927.946855435013
183,-1266.05141258387
184,240.284411363003
185,-245.677451404374
186,-926.199874075808
187,-645.372450888303
188,-865.896108213933
189,-419.998970222705
190,29.5935520583596
191,-65.5254781170903
192,-22.067425661202
193,25.4014099863238
194,1149.55238871405
195,-163.327799630709
196,648.46542618016
197,927.622381596292
198,-31.7771938748451
199,1542.06031726583
200,1402.90812920289
201,-493.997959064548
202,1215.96173902348
203,385.28800472132
204,-873.048136626525
205,206.370241304797
206,1420.38571780761
207,72.3073971831104
208,1245.45489762117
209,388.887222711427
210,-1085.49688154541
211,-281.159432497453
212,-32.7692797009893
213,595.798249125625
214,-481.705564450466
215,-56.0811281259939
216,239.498467885154
217,377.875697593956
218,205.386730359411
219,-1058.50443259345
220,978.882260120839
221,22.2003130788953
222,-44.2404516044928
223,1024.2819424569
224,193.704512995618
225,-976.219834399443
226,-768.985656119852
227,695.919103549749
228,-392.769358084142
229,-454.566211442641
230,96.836561141307
231,-511.603386510238
232,707.62967317754
233,396.607387796643
234,-244.83641025527
235,-535.839419231743
236,-43.683551176819
237,252.830644124702
238,1418.63319438609
239,18.263907898054
240,29.8509695884914
