x,y,yhat
0.11749999999999972,-2.3999999999999986,1.3898492270536524
-0.0365000000000002,-4.799999999999997,-0.43174039819113796
0.7274999999999991,8.300000000000004,8.605236703672624
0.5404999999999998,7.0,6.3933064444468135
0.6894999999999998,9.800000000000004,8.15575354939145
-0.027500000000000746,2.3000000000000007,-0.3252838616508644
-0.4455000000000009,-3.5,-5.269598558743872
-0.28550000000000075,0.7000000000000028,-3.377037909138892
-0.8265000000000002,-9.899999999999999,-9.776258605615718
-0.4535000000000009,-7.5,-5.364226591224121
