x,y,yhat
0.11749999999999972,-2.3999999999999986,1.413572830695198
-0.0365000000000002,-4.799999999999997,-0.4391098580457458
0.7274999999999991,8.300000000000004,8.752121143240492
0.5404999999999998,7.0,6.502435021197924
0.6894999999999998,9.800000000000004,8.294965674590138
-0.027500000000000746,2.3000000000000007,-0.33083619441803486
-0.4455000000000009,-3.5,-5.35954634957203
-0.28550000000000075,0.7000000000000028,-3.434681218412605
-0.8265000000000002,-9.899999999999999,-9.943131443145399
-0.4535000000000009,-7.5,-5.4557896061300015
