x,y,yhat
0.11749999999999972,-2.3999999999999986,0.41536423412715
-0.0365000000000002,-4.799999999999997,-0.1290280386863072
0.7274999999999991,8.300000000000004,2.571723236829804
0.5404999999999998,7.0,1.910675476984894
0.6894999999999998,9.800000000000004,2.4373926760057065
-0.027500000000000746,2.3000000000000007,-0.09721290585954862
-0.4455000000000009,-3.5,-1.5748490749246482
-0.28550000000000075,0.7000000000000028,-1.0092467135600165
-0.8265000000000002,15.0,-2.9216896979241738
-0.4535000000000009,-7.5,-1.6031291929928797
